scientific_name,directive,annex,priority,listing_type,gbif_usage_key,gbif_species_key,match_type,matched_rank,kingdom,class,genus,alternative_name,source_celex,verbatim_entry
Leptidea morsei,Habitats,IV,FALSE,taxon,5137908,5137908,EXACT,SPECIES,Animalia,Insecta,Leptidea,,01992L0043-20130701,Leptidea morsei
Leptodirus hochenwarti,Habitats,IV,FALSE,taxon,4445665,4445665,VARIANT,SPECIES,Animalia,Insecta,Leptodirus,,01992L0043-20130701,Leptodirus hochenwarti
Leucorrhinia albifrons,Habitats,IV,FALSE,taxon,1429199,1429199,EXACT,SPECIES,Animalia,Insecta,Leucorrhinia,,01992L0043-20130701,Leucorrhinia albifrons
Leucorrhinia caudalis,Habitats,IV,FALSE,taxon,1429178,1429178,EXACT,SPECIES,Animalia,Insecta,Leucorrhinia,,01992L0043-20130701,Leucorrhinia caudalis
Leucorrhinia pectoralis,Habitats,IV,FALSE,taxon,1429194,1429194,EXACT,SPECIES,Animalia,Insecta,Leucorrhinia,,01992L0043-20130701,Leucorrhinia pectoralis
Lignyoptera fumidaria,Habitats,IV,FALSE,taxon,1963232,1963232,EXACT,SPECIES,Animalia,Insecta,Lignyoptera,,01992L0043-20130701,Lignyoptera fumidaria
Lindenia tetraphylla,Habitats,IV,FALSE,taxon,5051794,5051794,EXACT,SPECIES,Animalia,Insecta,Lindenia,,01992L0043-20130701,Lindenia tetraphylla
Lindernia procumbens,Habitats,IV,FALSE,taxon,8602699,8602699,EXACT,SPECIES,Plantae,Magnoliopsida,Lindernia,,01992L0043-20130701,Lindernia procumbens
Lithophaga lithophaga,Habitats,IV,FALSE,taxon,4374632,4374632,EXACT,SPECIES,Animalia,Bivalvia,Lithophaga,,01992L0043-20130701,Lithophaga lithophaga
Lopinga achine,Habitats,IV,FALSE,taxon,4535614,4535614,EXACT,SPECIES,Animalia,Insecta,Pararge,,01992L0043-20130701,Lopinga achine
Lutra lutra,Habitats,IV,FALSE,taxon,2433753,2433753,EXACT,SPECIES,Animalia,Mammalia,Lutra,,01992L0043-20130701,Lutra lutra
Lycaena dispar,Habitats,IV,FALSE,taxon,1929270,1929270,EXACT,SPECIES,Animalia,Insecta,Lycaena,,01992L0043-20130701,Lycaena dispar
Lycaena helle,Habitats,IV,FALSE,taxon,7417698,1925962,EXACT,SPECIES,Animalia,Insecta,Helleia,,01992L0043-20130701,Lycaena helle
Lynx lynx,Habitats,IV,FALSE,taxon,2435240,2435240,EXACT,SPECIES,Animalia,Mammalia,Lynx,,01992L0043-20130701,Lynx lynx
Lynx pardinus,Habitats,IV,FALSE,taxon,2435261,2435261,EXACT,SPECIES,Animalia,Mammalia,Lynx,,01992L0043-20130701,Lynx pardinus
Macromia splendens,Habitats,IV,FALSE,taxon,1429876,1429876,EXACT,SPECIES,Animalia,Insecta,Macromia,,01992L0043-20130701,Macromia splendens
Macrothele calpeiana,Habitats,IV,FALSE,taxon,2145078,2145078,EXACT,SPECIES,Animalia,Arachnida,Macrothele,,01992L0043-20130701,Macrothele calpeiana
Macrovipera schweizeri,Habitats,IV,FALSE,taxon,2444698,2444698,EXACT,SPECIES,Animalia,Squamata,Macrovipera,Vipera lebetina schweizeri,01992L0043-20130701,Macrovipera schweizeri (Vipera lebetina schweizeri)
Maculinea arion,Habitats,IV,FALSE,taxon,1922311,1922311,EXACT,SPECIES,Animalia,Insecta,Maculinea,,01992L0043-20130701,Maculinea arion
Maculinea nausithous,Habitats,IV,FALSE,taxon,1922343,1922343,EXACT,SPECIES,Animalia,Insecta,Maculinea,,01992L0043-20130701,Maculinea nausithous
Maculinea teleius,Habitats,IV,FALSE,taxon,1922406,1922406,EXACT,SPECIES,Animalia,Insecta,Maculinea,,01992L0043-20130701,Maculinea teleius
Mandragora officinarum,Habitats,IV,FALSE,taxon,5341748,5341748,EXACT,SPECIES,Plantae,Magnoliopsida,Mandragora,,01992L0043-20130701,Mandragora officinarum
Margaritifera auricularia,Habitats,IV,FALSE,taxon,4559651,5782525,EXACT,SPECIES,Animalia,Bivalvia,Pseudunio,,01992L0043-20130701,Margaritifera auricularia
Marmota marmota latirostris,Habitats,IV,FALSE,taxon,4263721,2437377,EXACT,SUBSPECIES,Animalia,Mammalia,Marmota,,01992L0043-20130701,Marmota marmota latirostris
Mauremys caspica,Habitats,IV,FALSE,taxon,2443374,2443374,EXACT,SPECIES,Animalia,Testudines,Mauremys,,01992L0043-20130701,Mauremys caspica
Mauremys leprosa,Habitats,IV,FALSE,taxon,2443341,2443341,EXACT,SPECIES,Animalia,Testudines,Mauremys,,01992L0043-20130701,Mauremys leprosa
Melanargia arge,Habitats,IV,FALSE,taxon,1916347,1916347,EXACT,SPECIES,Animalia,Insecta,Melanargia,,01992L0043-20130701,Melanargia arge
Mertensiella luschani,Habitats,IV,FALSE,taxon,4409482,2431833,EXACT,SPECIES,Animalia,Amphibia,Lyciasalamandra,Salamandra luschani,01992L0043-20130701,Mertensiella luschani (Salamandra luschani)
Mesocricetus newtoni,Habitats,IV,FALSE,taxon,2438483,2438483,EXACT,SPECIES,Animalia,Mammalia,Mesocricetus,,01992L0043-20130701,Mesocricetus newtoni
Microtus cabrerae,Habitats,IV,FALSE,taxon,2438668,2438668,EXACT,SPECIES,Animalia,Mammalia,Microtus,,01992L0043-20130701,Microtus cabrerae
Microtus oeconomus arenicola,Habitats,IV,FALSE,taxon,4409203,2438635,EXACT,SUBSPECIES,Animalia,Mammalia,Microtus,,01992L0043-20130701,Microtus oeconomus arenicola
Microtus oeconomus mehelyi,Habitats,IV,FALSE,taxon,4409202,2438635,EXACT,SUBSPECIES,Animalia,Mammalia,Microtus,,01992L0043-20130701,Microtus oeconomus mehelyi
Microtus tatricus,Habitats,IV,FALSE,taxon,2438637,2438637,EXACT,SPECIES,Animalia,Mammalia,Microtus,,01992L0043-20130701,Microtus tatricus
Moehringia fontqueri,Habitats,IV,FALSE,taxon,3810540,5586437,EXACT,SPECIES,Plantae,Magnoliopsida,Arenaria,,01992L0043-20130701,Moehringia fontqueri
Monachus monachus,Habitats,IV,FALSE,taxon,2434779,2434779,EXACT,SPECIES,Animalia,Mammalia,Monachus,,01992L0043-20130701,Monachus monachus
Murbeckiella sousae,Habitats,IV,FALSE,taxon,3048748,3048748,EXACT,SPECIES,Plantae,Magnoliopsida,Murbeckiella,,01992L0043-20130701,Murbeckiella sousae
Mustela eversmanii,Habitats,IV,FALSE,taxon,5219057,5219057,EXACT,SPECIES,Animalia,Mammalia,Mustela,,01992L0043-20130701,Mustela eversmanii
Mustela lutreola,Habitats,IV,FALSE,taxon,5219007,5219007,EXACT,SPECIES,Animalia,Mammalia,Mustela,,01992L0043-20130701,Mustela lutreola
Myrmecophilus baronii,Habitats,IV,FALSE,taxon,5100580,5100580,EXACT,SPECIES,Animalia,Insecta,Myrmecophilus,,01992L0043-20130701,Myrmecophilus baronii
Narcissus longispathus,Habitats,IV,FALSE,taxon,2859227,2858662,EXACT,SPECIES,Plantae,Liliopsida,Narcissus,,01992L0043-20130701,Narcissus longispathus
Narcissus triandrus,Habitats,IV,FALSE,taxon,2858501,2858501,EXACT,SPECIES,Plantae,Liliopsida,Narcissus,,01992L0043-20130701,Narcissus triandrus
Natrix natrix cetti,Habitats,IV,FALSE,taxon,5223509,6161347,EXACT,SUBSPECIES,Animalia,Squamata,Natrix,,01992L0043-20130701,Natrix natrix cetti
Natrix natrix corsa,Habitats,IV,FALSE,taxon,6161349,6161347,EXACT,SUBSPECIES,Animalia,Squamata,Natrix,,01992L0043-20130701,Natrix natrix corsa
Natrix natrix cypriaca,Habitats,IV,FALSE,taxon,6161355,6161347,EXACT,SUBSPECIES,Animalia,Squamata,Natrix,,01992L0043-20130701,Natrix natrix cypriaca
Natrix tessellata,Habitats,IV,FALSE,taxon,6161327,6161327,EXACT,SPECIES,Animalia,Squamata,Natrix,,01992L0043-20130701,Natrix tessellata
Nymphalis vaualbum,Habitats,IV,FALSE,taxon,5714374,5129378,EXACT,SPECIES,Animalia,Insecta,Polygonia,,01992L0043-20130701,Nymphalis vaualbum
Odontopodisma rubripes,Habitats,IV,FALSE,taxon,1710221,1710221,EXACT,SPECIES,Animalia,Insecta,Odontopodisma,,01992L0043-20130701,Odontopodisma rubripes
Ophiogomphus cecilia,Habitats,IV,FALSE,taxon,1426058,1426058,EXACT,SPECIES,Animalia,Insecta,Ophiogomphus,,01992L0043-20130701,Ophiogomphus cecilia
Ophiomorus punctatissimus,Habitats,IV,FALSE,taxon,2462191,2462191,EXACT,SPECIES,Animalia,Squamata,Ophiomorus,,01992L0043-20130701,Ophiomorus punctatissimus
Ophisaurus apodus,Habitats,IV,FALSE,taxon,11127359,2468350,EXACT,SPECIES,Animalia,Squamata,Pseudopus,,01992L0043-20130701,Ophisaurus apodus
Ophisops elegans,Habitats,IV,FALSE,taxon,2469702,2469702,EXACT,SPECIES,Animalia,Squamata,Ophisops,,01992L0043-20130701,Ophisops elegans
Ophrys argolica,Habitats,IV,FALSE,taxon,2792792,2792792,EXACT,SPECIES,Plantae,Liliopsida,Ophrys,,01992L0043-20130701,Ophrys argolica
Orchis scopulorum,Habitats,IV,FALSE,taxon,2849508,2849427,EXACT,SPECIES,Plantae,Liliopsida,Orchis,,01992L0043-20130701,Orchis scopulorum
Ornithogalum reverchonii,Habitats,IV,FALSE,taxon,9254095,9254095,EXACT,SPECIES,Plantae,Liliopsida,Ornithogalum,,01992L0043-20130701,Ornithogalum reverchonii
Osmoderma eremita,Habitats,IV,FALSE,taxon,1079588,1079588,EXACT,SPECIES,Animalia,Insecta,Osmoderma,,01992L0043-20130701,Osmoderma eremita
Ovis gmelini musimon,Habitats,IV,FALSE,taxon,9457305,2441110,VARIANT,SUBSPECIES,Animalia,Mammalia,Ovis,Ovis ammon musimon,01992L0043-20130701,Ovis gmelini musimon (Ovis ammon musimon)
Ovis orientalis ophion,Habitats,IV,FALSE,taxon,9136548,2441110,EXACT,SUBSPECIES,Animalia,Mammalia,Ovis,Ovis gmelini ophion,01992L0043-20130701,Ovis orientalis ophion (Ovis gmelini ophion)
Oxygastra curtisii,Habitats,IV,FALSE,taxon,7951391,7951391,EXACT,SPECIES,Animalia,Insecta,Oxygastra,,01992L0043-20130701,Oxygastra curtisii
Paladilhia hungarica,Habitats,IV,FALSE,taxon,5784455,5784455,EXACT,SPECIES,Animalia,Gastropoda,Paladilhia,,01992L0043-20130701,Paladilhia hungarica
Papilio alexanor,Habitats,IV,FALSE,taxon,1938131,1938131,EXACT,SPECIES,Animalia,Insecta,Papilio,,01992L0043-20130701,Papilio alexanor
Papilio hospiton,Habitats,IV,FALSE,taxon,1938050,1938050,EXACT,SPECIES,Animalia,Insecta,Papilio,,01992L0043-20130701,Papilio hospiton
Paracaloptenus caloptenoides,Habitats,IV,FALSE,taxon,1702607,1702607,EXACT,SPECIES,Animalia,Insecta,Paracaloptenus,,01992L0043-20130701,Paracaloptenus caloptenoides
Parnassius apollo,Habitats,IV,FALSE,taxon,1938810,1938810,EXACT,SPECIES,Animalia,Insecta,Parnassius,,01992L0043-20130701,Parnassius apollo
Parnassius mnemosyne,Habitats,IV,FALSE,taxon,1938520,1938520,EXACT,SPECIES,Animalia,Insecta,Parnassius,,01992L0043-20130701,Parnassius mnemosyne
Patella ferruginea,Habitats,IV,FALSE,taxon,5728503,5728503,EXACT,SPECIES,Animalia,Gastropoda,Patella,,01992L0043-20130701,Patella ferruginea
Pelobates cultripes,Habitats,IV,FALSE,taxon,2430565,2430565,EXACT,SPECIES,Animalia,Amphibia,Pelobates,,01992L0043-20130701,Pelobates cultripes
Pelobates fuscus,Habitats,IV,FALSE,taxon,2430567,2430567,EXACT,SPECIES,Animalia,Amphibia,Pelobates,,01992L0043-20130701,Pelobates fuscus
Pelobates syriacus,Habitats,IV,FALSE,taxon,2430566,2430566,EXACT,SPECIES,Animalia,Amphibia,Pelobates,,01992L0043-20130701,Pelobates syriacus
Phoca hispida saimensis,Habitats,IV,FALSE,taxon,6163806,5219369,EXACT,SUBSPECIES,Animalia,Mammalia,Pusa,,01992L0043-20130701,Phoca hispida saimensis
Pholidoptera transsylvanica,Habitats,IV,FALSE,taxon,1695277,1695277,EXACT,SPECIES,Animalia,Insecta,Pholidoptera,,01992L0043-20130701,Pholidoptera transsylvanica
Phoxinus percnurus,Habitats,IV,FALSE,taxon,5207401,2365586,EXACT,SPECIES,Animalia,,Rhynchocypris,,01992L0043-20130701,Phoxinus percnurus
Phryganophilus ruficollis,Habitats,IV,FALSE,taxon,4453682,4453682,EXACT,SPECIES,Animalia,Insecta,Phryganophilus,,01992L0043-20130701,Phryganophilus ruficollis
Phyllodactylus europaeus,Habitats,IV,FALSE,taxon,2446612,2446608,EXACT,SPECIES,Animalia,Squamata,Euleptes,,01992L0043-20130701,Phyllodactylus europaeus
Phyllometra culminaria,Habitats,IV,FALSE,taxon,1985561,1985561,EXACT,SPECIES,Animalia,Insecta,Phyllometra,,01992L0043-20130701,Phyllometra culminaria
Physoplexis comosa,Habitats,IV,FALSE,taxon,3161912,3161912,EXACT,SPECIES,Plantae,Magnoliopsida,Physoplexis,,01992L0043-20130701,Physoplexis comosa
Picris willkommii,Habitats,IV,FALSE,taxon,3093334,3093358,EXACT,SPECIES,Plantae,Magnoliopsida,Picris,,01992L0043-20130701,Picris willkommii
Pilemia tigrina,Habitats,IV,FALSE,taxon,5004273,8211086,EXACT,SPECIES,Animalia,Insecta,Phytoecia,,01992L0043-20130701,Pilemia tigrina
Pinna nobilis,Habitats,IV,FALSE,taxon,4374731,4374731,EXACT,SPECIES,Animalia,Bivalvia,Pinna,,01992L0043-20130701,Pinna nobilis
Plebicula golgus,Habitats,IV,FALSE,taxon,1932517,1932517,EXACT,SPECIES,Animalia,Insecta,Plebicula,,01992L0043-20130701,Plebicula golgus
Podarcis erhardii,Habitats,IV,FALSE,taxon,2469075,2469075,EXACT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis erhardii
Podarcis filfolensis,Habitats,IV,FALSE,taxon,2469148,2469148,EXACT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis filfolensis
Podarcis hispanica atrata,Habitats,IV,FALSE,taxon,9358017,7444957,EXACT,SUBSPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis hispanica atrata
Podarcis lilfordi,Habitats,IV,FALSE,taxon,2469155,2469155,EXACT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis lilfordi
Podarcis melisellensis,Habitats,IV,FALSE,taxon,2468999,2468999,EXACT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis melisellensis
Podarcis milensis,Habitats,IV,FALSE,taxon,2469118,2469118,EXACT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis milensis
Podarcis muralis,Habitats,IV,FALSE,taxon,2469188,2469188,EXACT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis muralis
Podarcis peloponnesiaca,Habitats,IV,FALSE,taxon,2469022,2469022,VARIANT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis peloponnesiaca
Podarcis pityusensis,Habitats,IV,FALSE,taxon,2469028,2469028,EXACT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis pityusensis
Podarcis sicula,Habitats,IV,FALSE,taxon,9185677,9185677,VARIANT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis sicula
Podarcis taurica,Habitats,IV,FALSE,taxon,2469065,2469065,VARIANT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis taurica
Podarcis tiliguerta,Habitats,IV,FALSE,taxon,2469126,2469126,EXACT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis tiliguerta
Podarcis wagleriana,Habitats,IV,FALSE,taxon,8145436,8145436,VARIANT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis wagleriana
Polymixis rufocincta isolata,Habitats,IV,FALSE,taxon,4533311,1781016,EXACT,SUBSPECIES,Animalia,Insecta,Polymixis,,01992L0043-20130701,Polymixis rufocincta isolata
Polyommatus eroides,Habitats,IV,FALSE,taxon,5140411,5140244,EXACT,SPECIES,Animalia,Insecta,Polyommatus,,01992L0043-20130701,Polyommatus eroides
Primula glaucescens,Habitats,IV,FALSE,taxon,5640340,5640340,EXACT,SPECIES,Plantae,Magnoliopsida,Primula,,01992L0043-20130701,Primula glaucescens
Primula spectabilis,Habitats,IV,FALSE,taxon,7842450,7842450,EXACT,SPECIES,Plantae,Magnoliopsida,Primula,,01992L0043-20130701,Primula spectabilis
Probaticus subrugosus,Habitats,IV,FALSE,taxon,4454238,4454238,EXACT,SPECIES,Animalia,Insecta,Euboeus,,01992L0043-20130701,Probaticus subrugosus
Propomacrus cypriacus,Habitats,IV,FALSE,taxon,1072120,1072120,EXACT,SPECIES,Animalia,Insecta,Propomacrus,,01992L0043-20130701,Propomacrus cypriacus
Proserpinus proserpina,Habitats,IV,FALSE,taxon,1864161,1864161,EXACT,SPECIES,Animalia,Insecta,Proserpinus,,01992L0043-20130701,Proserpinus proserpina
Proterebia afra dalmata,Habitats,IV,FALSE,taxon,,,HIGHERRANK,SPECIES,Animalia,Insecta,Proterebia,,01992L0043-20130701,Proterebia afra dalmata
Proteus anguinus,Habitats,IV,FALSE,taxon,2432042,2432042,EXACT,SPECIES,Animalia,Amphibia,Proteus,,01992L0043-20130701,Proteus anguinus
Pseudogaurotina excellens,Habitats,IV,FALSE,taxon,1115612,1115612,EXACT,SPECIES,Animalia,Insecta,Pseudogaurotina,,01992L0043-20130701,Pseudogaurotina excellens
Pseudophilotes bavius,Habitats,IV,FALSE,taxon,4535092,4535092,EXACT,SPECIES,Animalia,Insecta,Pseudophilotes,,01992L0043-20130701,Pseudophilotes bavius
Pseudoseriscius cameroni,Habitats,IV,FALSE,taxon,4455199,4455199,EXACT,SPECIES,Animalia,Insecta,Pseudoseriscius,,01992L0043-20130701,Pseudoseriscius cameroni
Pteromys volans,Habitats,IV,FALSE,taxon,2437258,2437258,EXACT,SPECIES,Animalia,Mammalia,Pteromys,Sciuropterus russicus,01992L0043-20130701,Pteromys volans (Sciuropterus russicus)
Pytho kolwensis,Habitats,IV,FALSE,taxon,4457579,4457579,EXACT,SPECIES,Animalia,Insecta,Pytho,,01992L0043-20130701,Pytho kolwensis
Ramonda serbica,Habitats,IV,FALSE,taxon,6365085,6365085,EXACT,SPECIES,Plantae,Magnoliopsida,Ramonda,,01992L0043-20130701,Ramonda serbica
Rana arvalis,Habitats,IV,FALSE,taxon,2426789,2426789,EXACT,SPECIES,Animalia,Amphibia,Rana,,01992L0043-20130701,Rana arvalis
Rana dalmatina,Habitats,IV,FALSE,taxon,2426760,2426760,EXACT,SPECIES,Animalia,Amphibia,Rana,,01992L0043-20130701,Rana dalmatina
Rana graeca,Habitats,IV,FALSE,taxon,2426795,2426795,EXACT,SPECIES,Animalia,Amphibia,Rana,,01992L0043-20130701,Rana graeca
Rana iberica,Habitats,IV,FALSE,taxon,2426774,2426774,EXACT,SPECIES,Animalia,Amphibia,Rana,,01992L0043-20130701,Rana iberica
Rana italica,Habitats,IV,FALSE,taxon,2426815,2426815,EXACT,SPECIES,Animalia,Amphibia,Rana,,01992L0043-20130701,Rana italica
Rana latastei,Habitats,IV,FALSE,taxon,2426788,2426788,EXACT,SPECIES,Animalia,Amphibia,Rana,,01992L0043-20130701,Rana latastei
Rana lessonae,Habitats,IV,FALSE,taxon,2426655,2426654,EXACT,SPECIES,Animalia,Amphibia,Pelophylax,,01992L0043-20130701,Rana lessonae
Romanichthys valsanicola,Habitats,IV,FALSE,taxon,2382017,2382017,EXACT,SPECIES,Animalia,,Romanichthys,,01992L0043-20130701,Romanichthys valsanicola
Rosalia alpina,Habitats,IV,FALSE,taxon,7569075,7569075,EXACT,SPECIES,Animalia,Insecta,Rosalia,,01992L0043-20130701,Rosalia alpina
Rosmarinus tomentosus,Habitats,IV,FALSE,taxon,3887621,10836683,EXACT,SPECIES,Plantae,Magnoliopsida,Salvia,,01992L0043-20130701,Rosmarinus tomentosus
Rousettus aegyptiacus,Habitats,IV,FALSE,taxon,2432953,2432953,EXACT,SPECIES,Animalia,Mammalia,Rousettus,,01992L0043-20130701,Rousettus aegyptiacus
Rupicapra pyrenaica ornata,Habitats,IV,FALSE,taxon,5706425,5220171,EXACT,SUBSPECIES,Animalia,Mammalia,Rupicapra,Rupicapra rupicapra ornata,01992L0043-20130701,Rupicapra pyrenaica ornata (Rupicapra rupicapra ornata)
Rupicapra rupicapra balcanica,Habitats,IV,FALSE,taxon,5706429,5220170,EXACT,SUBSPECIES,Animalia,Mammalia,Rupicapra,,01992L0043-20130701,Rupicapra rupicapra balcanica
Rupicapra rupicapra tatrica,Habitats,IV,FALSE,taxon,5706423,5220170,EXACT,SUBSPECIES,Animalia,Mammalia,Rupicapra,,01992L0043-20130701,Rupicapra rupicapra tatrica
Sadleriana pannonica,Habitats,IV,FALSE,taxon,5784414,4560905,EXACT,SPECIES,Animalia,Gastropoda,Bythinella,,01992L0043-20130701,Sadleriana pannonica
Saga pedo,Habitats,IV,FALSE,taxon,1683952,1683952,EXACT,SPECIES,Animalia,Insecta,Saga,,01992L0043-20130701,Saga pedo
Salamandra atra,Habitats,IV,FALSE,taxon,2431781,2431781,EXACT,SPECIES,Animalia,Amphibia,Salamandra,,01992L0043-20130701,Salamandra atra
Salamandra aurorae,Habitats,IV,FALSE,taxon,10977014,2431781,EXACT,SPECIES,Animalia,Amphibia,Salamandra,,01992L0043-20130701,Salamandra aurorae
Salamandra lanzai,Habitats,IV,FALSE,taxon,2431780,2431780,EXACT,SPECIES,Animalia,Amphibia,Salamandra,,01992L0043-20130701,Salamandra lanzai
Salamandrina terdigitata,Habitats,IV,FALSE,taxon,2431852,2431852,EXACT,SPECIES,Animalia,Amphibia,Salamandrina,,01992L0043-20130701,Salamandrina terdigitata
Santolina elegans,Habitats,IV,FALSE,taxon,3125943,3125943,EXACT,SPECIES,Plantae,Magnoliopsida,Santolina,,01992L0043-20130701,Santolina elegans
Saxifraga cintrana,Habitats,IV,FALSE,taxon,3754087,3754087,EXACT,SPECIES,Plantae,Magnoliopsida,Saxifraga,,01992L0043-20130701,Saxifraga cintrana
Saxifraga portosanctana,Habitats,IV,FALSE,taxon,3752577,3752577,EXACT,SPECIES,Plantae,Magnoliopsida,Saxifraga,,01992L0043-20130701,Saxifraga portosanctana
Saxifraga presolanensis,Habitats,IV,FALSE,taxon,3752513,3752513,EXACT,SPECIES,Plantae,Magnoliopsida,Saxifraga,,01992L0043-20130701,Saxifraga presolanensis
Saxifraga valdensis,Habitats,IV,FALSE,taxon,3754286,3754286,EXACT,SPECIES,Plantae,Magnoliopsida,Saxifraga,,01992L0043-20130701,Saxifraga valdensis
Saxifraga vayredana,Habitats,IV,FALSE,taxon,3754220,3754220,EXACT,SPECIES,Plantae,Magnoliopsida,Saxifraga,,01992L0043-20130701,Saxifraga vayredana
Scilla beirana,Habitats,IV,FALSE,taxon,2767395,2767415,EXACT,SPECIES,Plantae,Liliopsida,Scilla,,01992L0043-20130701,Scilla beirana
Scilla odorata,Habitats,IV,FALSE,taxon,2767576,2767415,EXACT,SPECIES,Plantae,Liliopsida,Scilla,,01992L0043-20130701,Scilla odorata
Sciurus anomalus,Habitats,IV,FALSE,taxon,8243249,8243249,EXACT,SPECIES,Animalia,Mammalia,Sciurus,,01992L0043-20130701,Sciurus anomalus
Senecio caespitosus,Habitats,IV,FALSE,taxon,,,HIGHERRANK,GENUS,Plantae,Magnoliopsida,Senecio,,01992L0043-20130701,Senecio caespitosus
Senecio lagascanus lusitanicus,Habitats,IV,FALSE,taxon,4229576,3108080,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Senecio,,01992L0043-20130701,Senecio lagascanus lusitanicus
Sicista betulina,Habitats,IV,FALSE,taxon,2439449,2439449,EXACT,SPECIES,Animalia,Mammalia,Sicista,,01992L0043-20130701,Sicista betulina
Sicista subtilis,Habitats,IV,FALSE,taxon,2439439,2439439,EXACT,SPECIES,Animalia,Mammalia,Sicista,,01992L0043-20130701,Sicista subtilis
Sideroxylon marmulano,Habitats,IV,FALSE,taxon,2886972,2886971,EXACT,SPECIES,Plantae,Magnoliopsida,Sideroxylon,,01992L0043-20130701,Sideroxylon marmulano
Spermophilus citellus,Habitats,IV,FALSE,taxon,2437304,2437304,EXACT,SPECIES,Animalia,Mammalia,Spermophilus,Citellus citellus,01992L0043-20130701,Spermophilus citellus (Citellus citellus)
Spermophilus suslicus,Habitats,IV,FALSE,taxon,2437323,2437323,EXACT,SPECIES,Animalia,Mammalia,Spermophilus,Citellus suslicus,01992L0043-20130701,Spermophilus suslicus (Citellus suslicus)
Spiranthes aestivalis,Habitats,IV,FALSE,taxon,2805343,2805343,EXACT,SPECIES,Plantae,Liliopsida,Spiranthes,,01992L0043-20130701,Spiranthes aestivalis
Stellio stellio,Habitats,IV,FALSE,taxon,,,HIGHERRANK,GENUS,Animalia,Squamata,Stellio,,01992L0043-20130701,Stellio stellio
Stenobothrus eurasius,Habitats,IV,FALSE,taxon,1710932,1710932,EXACT,SPECIES,Animalia,Insecta,Stenobothrus,,01992L0043-20130701,Stenobothrus (Stenobothrodes) eurasius
Stylurus flavipes,Habitats,IV,FALSE,taxon,5051901,5051901,EXACT,SPECIES,Animalia,Insecta,Stylurus,,01992L0043-20130701,Stylurus flavipes
Sympecma braueri,Habitats,IV,FALSE,taxon,1424206,1424202,EXACT,SPECIES,Animalia,Insecta,Sympecma,,01992L0043-20130701,Sympecma braueri
Tarentola angustimentalis,Habitats,IV,FALSE,taxon,2445033,2445033,EXACT,SPECIES,Animalia,Squamata,Tarentola,,01992L0043-20130701,Tarentola angustimentalis
Tarentola boettgeri,Habitats,IV,FALSE,taxon,2445052,2445052,EXACT,SPECIES,Animalia,Squamata,Tarentola,,01992L0043-20130701,Tarentola boettgeri
Tarentola delalandii,Habitats,IV,FALSE,taxon,8994891,8994891,EXACT,SPECIES,Animalia,Squamata,Tarentola,,01992L0043-20130701,Tarentola delalandii
