scientific_name,directive,annex,priority,listing_type,gbif_usage_key,gbif_species_key,match_type,matched_rank,kingdom,class,genus,alternative_name,source_celex,verbatim_entry
Baetica ustulata,Habitats,IV,FALSE,taxon,1692648,1692648,EXACT,SPECIES,Animalia,Insecta,Baetica,,01992L0043-20130701,Baetica ustulata
Bellevalia hackelli,Habitats,IV,FALSE,taxon,2771819,2771814,VARIANT,SPECIES,Plantae,Liliopsida,Bellevalia,,01992L0043-20130701,Bellevalia hackelli
Berberis maderensis,Habitats,IV,FALSE,taxon,3982110,3982110,EXACT,SPECIES,Plantae,Magnoliopsida,Berberis,,01992L0043-20130701,Berberis maderensis
Bison bonasus,Habitats,IV,FALSE,taxon,2441184,2441184,EXACT,SPECIES,Animalia,Mammalia,Bison,,01992L0043-20130701,Bison bonasus
Bolbelasmus unicornis,Habitats,IV,FALSE,taxon,1085533,1085533,EXACT,SPECIES,Animalia,Insecta,Bolbelasmus,,01992L0043-20130701,Bolbelasmus unicornis
Bombina bombina,Habitats,IV,FALSE,taxon,2423443,2423443,EXACT,SPECIES,Animalia,Amphibia,Bombina,,01992L0043-20130701,Bombina bombina
Bombina variegata,Habitats,IV,FALSE,taxon,2423435,2423435,EXACT,SPECIES,Animalia,Amphibia,Bombina,,01992L0043-20130701,Bombina variegata
Brachytrupes megacephalus,Habitats,IV,FALSE,taxon,1716482,1716482,EXACT,SPECIES,Animalia,Insecta,Brachytrupes,,01992L0043-20130701,Brachytrupes megacephalus
Bufo calamita,Habitats,IV,FALSE,taxon,5216775,2422507,EXACT,SPECIES,Animalia,Amphibia,Epidalea,,01992L0043-20130701,Bufo calamita
Bufo viridis,Habitats,IV,FALSE,taxon,5216588,9529916,EXACT,SPECIES,Animalia,Amphibia,Bufotes,,01992L0043-20130701,Bufo viridis
Bunium brevifolium,Habitats,IV,FALSE,taxon,3642167,7992416,EXACT,SPECIES,Plantae,Magnoliopsida,Conopodium,,01992L0043-20130701,Bunium brevifolium
Buprestis splendens,Habitats,IV,FALSE,taxon,5744642,5744642,EXACT,SPECIES,Animalia,Insecta,Buprestis,,01992L0043-20130701,Buprestis splendens
Campanula morettiana,Habitats,IV,FALSE,taxon,5410431,5410431,EXACT,SPECIES,Plantae,Magnoliopsida,Campanula,,01992L0043-20130701,Campanula morettiana
Canis lupus,Habitats,IV,FALSE,taxon,5219173,5219173,EXACT,SPECIES,Animalia,Mammalia,Canis,,01992L0043-20130701,Canis lupus
Capra aegagrus,Habitats,IV,FALSE,taxon,4409366,2441056,EXACT,SPECIES,Animalia,Mammalia,Capra,,01992L0043-20130701,Capra aegagrus
Capra pyrenaica pyrenaica,Habitats,IV,FALSE,taxon,7342823,2441054,EXACT,SUBSPECIES,Animalia,Mammalia,Capra,,01992L0043-20130701,Capra pyrenaica pyrenaica
Carabus hampei,Habitats,IV,FALSE,taxon,4470822,4470822,EXACT,SPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,Carabus hampei
Carabus hungaricus,Habitats,IV,FALSE,taxon,4471132,4471132,EXACT,SPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,Carabus hungaricus
Carabus olympiae,Habitats,IV,FALSE,taxon,4470646,4470646,EXACT,SPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,Carabus olympiae
Carabus variolosus,Habitats,IV,FALSE,taxon,4470538,4470538,EXACT,SPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,Carabus variolosus
Carabus zawadszkii,Habitats,IV,FALSE,taxon,4470816,4470816,VARIANT,SPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,Carabus zawadszkii
Caretta caretta,Habitats,IV,FALSE,taxon,8894817,8894817,EXACT,SPECIES,Animalia,Testudines,Caretta,,01992L0043-20130701,Caretta caretta
Caseolus calculus,Habitats,IV,FALSE,taxon,4565665,4565665,EXACT,SPECIES,Animalia,Gastropoda,Caseolus,,01992L0043-20130701,Caseolus calculus
Caseolus commixta,Habitats,IV,FALSE,taxon,4565683,4565683,VARIANT,SPECIES,Animalia,Gastropoda,Caseolus,,01992L0043-20130701,Caseolus commixta
Caseolus sphaerula,Habitats,IV,FALSE,taxon,4565681,4565681,EXACT,SPECIES,Animalia,Gastropoda,Caseolus,,01992L0043-20130701,Caseolus sphaerula
Castor fiber,Habitats,IV,FALSE,taxon,4409131,4409131,EXACT,SPECIES,Animalia,Mammalia,Castor,,01992L0043-20130701,Castor fiber
Catopta thrips,Habitats,IV,FALSE,taxon,,,HIGHERRANK,GENUS,Animalia,Insecta,Catopta,,01992L0043-20130701,Catopta thrips
Centrostephanus longispinus,Habitats,IV,FALSE,taxon,2279029,2279029,EXACT,SPECIES,Animalia,Echinoidea,Centrostephanus,,01992L0043-20130701,Centrostephanus longispinus
Cerambyx cerdo,Habitats,IV,FALSE,taxon,5820507,5820507,EXACT,SPECIES,Animalia,Insecta,Cerambyx,,01992L0043-20130701,Cerambyx cerdo
Cervus elaphus corsicanus,Habitats,IV,FALSE,taxon,4262370,2440958,EXACT,SUBSPECIES,Animalia,Mammalia,Cervus,,01992L0043-20130701,Cervus elaphus corsicanus
Chalcides bedriagai,Habitats,IV,FALSE,taxon,8974077,8974077,EXACT,SPECIES,Animalia,Squamata,Chalcides,,01992L0043-20130701,Chalcides bedriagai
Chalcides ocellatus,Habitats,IV,FALSE,taxon,5225137,5225137,EXACT,SPECIES,Animalia,Squamata,Chalcides,,01992L0043-20130701,Chalcides ocellatus
Chalcides sexlineatus,Habitats,IV,FALSE,taxon,5225153,5225153,EXACT,SPECIES,Animalia,Squamata,Chalcides,,01992L0043-20130701,Chalcides sexlineatus
Chalcides simonyi,Habitats,IV,FALSE,taxon,5225149,5225149,EXACT,SPECIES,Animalia,Squamata,Chalcides,Chalcides occidentalis,01992L0043-20130701,Chalcides simonyi (Chalcides occidentalis)
Chalcides viridianus,Habitats,IV,FALSE,taxon,5225148,5225148,VARIANT,SPECIES,Animalia,Squamata,Chalcides,,01992L0043-20130701,Chalcides viridianus
Chamaeleo chamaeleon,Habitats,IV,FALSE,taxon,2449051,2449051,EXACT,SPECIES,Animalia,Squamata,Chamaeleo,,01992L0043-20130701,Chamaeleo chamaeleon
Chelonia mydas,Habitats,IV,FALSE,taxon,2442225,2442225,EXACT,SPECIES,Animalia,Testudines,Chelonia,,01992L0043-20130701,Chelonia mydas
Chilostoma banaticum,Habitats,IV,FALSE,taxon,10958198,4563479,VARIANT,SPECIES,Animalia,Gastropoda,Drobacia,,01992L0043-20130701,Chilostoma banaticum
Chioglossa lusitanica,Habitats,IV,FALSE,taxon,2431938,2431938,EXACT,SPECIES,Animalia,Amphibia,Chioglossa,,01992L0043-20130701,Chioglossa lusitanica
Chondrosoma fiduciarium,Habitats,IV,FALSE,taxon,1979513,1979513,VARIANT,SPECIES,Animalia,Insecta,Chondrosoma,,01992L0043-20130701,Chondrosoma fiduciarium
Coenonympha hero,Habitats,IV,FALSE,taxon,1911168,1911168,EXACT,SPECIES,Animalia,Insecta,Coenonympha,,01992L0043-20130701,Coenonympha hero
Coenonympha oedippus,Habitats,IV,FALSE,taxon,1911093,1911093,EXACT,SPECIES,Animalia,Insecta,Coenonympha,,01992L0043-20130701,Coenonympha oedippus
Colchicum corsicum,Habitats,IV,FALSE,taxon,2739652,2739652,EXACT,SPECIES,Plantae,Liliopsida,Colchicum,,01992L0043-20130701,Colchicum corsicum
Colchicum cousturieri,Habitats,IV,FALSE,taxon,2739755,2739737,EXACT,SPECIES,Plantae,Liliopsida,Colchicum,,01992L0043-20130701,Colchicum cousturieri
Colias myrmidone,Habitats,IV,FALSE,taxon,5137708,5137708,EXACT,SPECIES,Animalia,Insecta,Colias,,01992L0043-20130701,Colias myrmidone
Coluber caspius,Habitats,IV,FALSE,taxon,,,HIGHERRANK,CLASS,Animalia,Squamata,,,01992L0043-20130701,Coluber caspius
Coluber cypriensis,Habitats,IV,FALSE,taxon,2457222,2457223,EXACT,SPECIES,Animalia,Squamata,Hierophis,,01992L0043-20130701,Coluber cypriensis
Coluber hippocrepis,Habitats,IV,FALSE,taxon,2459028,2459023,EXACT,SPECIES,Animalia,Squamata,Hemorrhois,,01992L0043-20130701,Coluber hippocrepis
Coluber jugularis,Habitats,IV,FALSE,taxon,2457235,2457232,EXACT,SPECIES,Animalia,Squamata,Dolichophis,,01992L0043-20130701,Coluber jugularis
Coluber laurenti,Habitats,IV,FALSE,taxon,2458934,2458928,EXACT,SPECIES,Animalia,Squamata,Hierophis,,01992L0043-20130701,Coluber laurenti
Coluber najadum,Habitats,IV,FALSE,taxon,2453320,5223135,EXACT,SPECIES,Animalia,Squamata,Platyceps,,01992L0043-20130701,Coluber najadum
Coluber nummifer,Habitats,IV,FALSE,taxon,2459017,2459015,EXACT,SPECIES,Animalia,Squamata,Hemorrhois,,01992L0043-20130701,Coluber nummifer
Coluber viridiflavus,Habitats,IV,FALSE,taxon,7381506,7381506,EXACT,SPECIES,Animalia,Squamata,Coluber,,01992L0043-20130701,Coluber viridiflavus
Congeria kusceri,Habitats,IV,FALSE,taxon,5855853,5855853,EXACT,SPECIES,Animalia,Bivalvia,Congeria,,01992L0043-20130701,Congeria kusceri
Cordulegaster heros,Habitats,IV,FALSE,taxon,1421199,1421199,EXACT,SPECIES,Animalia,Insecta,Cordulegaster,,01992L0043-20130701,Cordulegaster heros
Cordulegaster trinacriae,Habitats,IV,FALSE,taxon,1421207,1421207,EXACT,SPECIES,Animalia,Insecta,Cordulegaster,,01992L0043-20130701,Cordulegaster trinacriae
Coregonus oxyrhynchus,Habitats,IV,FALSE,taxon,2351155,2351155,VARIANT,SPECIES,Animalia,,Coregonus,,01992L0043-20130701,Coregonus oxyrhynchus
Coronella austriaca,Habitats,IV,FALSE,taxon,5959617,5959617,EXACT,SPECIES,Animalia,Squamata,Coronella,,01992L0043-20130701,Coronella austriaca
Cricetus cricetus,Habitats,IV,FALSE,taxon,2438704,2438704,EXACT,SPECIES,Animalia,Mammalia,Cricetus,,01992L0043-20130701,Cricetus cricetus
Crocidura canariensis,Habitats,IV,FALSE,taxon,2435551,2435551,EXACT,SPECIES,Animalia,Mammalia,Crocidura,,01992L0043-20130701,Crocidura canariensis
Crocidura sicula,Habitats,IV,FALSE,taxon,2435553,2435553,EXACT,SPECIES,Animalia,Mammalia,Crocidura,,01992L0043-20130701,Crocidura sicula
Crocus etruscus,Habitats,IV,FALSE,taxon,2747813,2747813,EXACT,SPECIES,Plantae,Liliopsida,Crocus,,01992L0043-20130701,Crocus etruscus
Cucujus cinnaberinus,Habitats,IV,FALSE,taxon,4451511,4451511,EXACT,SPECIES,Animalia,Insecta,Cucujus,,01992L0043-20130701,Cucujus cinnaberinus
Cucullia mixta,Habitats,IV,FALSE,taxon,5109677,5109677,EXACT,SPECIES,Animalia,Insecta,Cucullia,,01992L0043-20130701,Cucullia mixta
Cyrtopodion kotschyi,Habitats,IV,FALSE,taxon,7839124,2447858,EXACT,SPECIES,Animalia,Squamata,Mediodactylus,,01992L0043-20130701,Cyrtopodion kotschyi
Dalmatolacerta oxycephala,Habitats,IV,FALSE,taxon,5789555,5789555,EXACT,SPECIES,Animalia,Squamata,Dalmatolacerta,,01992L0043-20130701,Dalmatolacerta oxycephala
Dermochelys coriacea,Habitats,IV,FALSE,taxon,9789983,9789983,EXACT,SPECIES,Animalia,Testudines,Dermochelys,,01992L0043-20130701,Dermochelys coriacea
Dinarolacerta mosorensis,Habitats,IV,FALSE,taxon,5789566,5789566,EXACT,SPECIES,Animalia,Squamata,Dinarolacerta,,01992L0043-20130701,Dinarolacerta mosorensis
Dinaromys bogdanovi,Habitats,IV,FALSE,taxon,2438502,2438502,EXACT,SPECIES,Animalia,Mammalia,Dinaromys,,01992L0043-20130701,Dinaromys bogdanovi
Dioszeghyana schmidtii,Habitats,IV,FALSE,taxon,4534360,4534360,EXACT,SPECIES,Animalia,Insecta,Dioszeghyana,,01992L0043-20130701,Dioszeghyana schmidtii
Discoglossus montalentii,Habitats,IV,FALSE,taxon,2426621,2426621,EXACT,SPECIES,Animalia,Amphibia,Discoglossus,,01992L0043-20130701,Discoglossus montalentii
Discoglossus pictus,Habitats,IV,FALSE,taxon,2426617,2426617,EXACT,SPECIES,Animalia,Amphibia,Discoglossus,,01992L0043-20130701,Discoglossus pictus
Discoglossus sardus,Habitats,IV,FALSE,taxon,2426615,2426615,EXACT,SPECIES,Animalia,Amphibia,Discoglossus,,01992L0043-20130701,Discoglossus sardus
Discula leacockiana,Habitats,IV,FALSE,taxon,5783346,10582104,EXACT,SPECIES,Animalia,Gastropoda,Wollastonaria,,01992L0043-20130701,Discula leacockiana
Discula tabellata,Habitats,IV,FALSE,taxon,5780146,5780146,EXACT,SPECIES,Animalia,Gastropoda,Discula,,01992L0043-20130701,Discula tabellata
Discula testudinalis,Habitats,IV,FALSE,taxon,5780094,10685454,EXACT,SPECIES,Animalia,Gastropoda,Testudodiscula,,01992L0043-20130701,Discula testudinalis
Discula turricula,Habitats,IV,FALSE,taxon,5783345,10404024,EXACT,SPECIES,Animalia,Gastropoda,Wollastonaria,,01992L0043-20130701,Discula turricula
Discus defloratus,Habitats,IV,FALSE,taxon,11083505,4568324,VARIANT,SPECIES,Animalia,Gastropoda,Keraea,,01992L0043-20130701,Discus defloratus
Discus guerinianus,Habitats,IV,FALSE,taxon,5781468,9310110,EXACT,SPECIES,Animalia,Gastropoda,Atlantica,,01992L0043-20130701,Discus guerinianus
Dorcadion fulvum cervae,Habitats,IV,FALSE,taxon,8979778,8295936,EXACT,SUBSPECIES,Animalia,Insecta,Dorcadion,,01992L0043-20130701,Dorcadion fulvum cervae
Dracaena draco,Habitats,IV,FALSE,taxon,5304469,5304469,EXACT,SPECIES,Plantae,Liliopsida,Dracaena,,01992L0043-20130701,Dracaena draco
Duvalius gebhardti,Habitats,IV,FALSE,taxon,4477514,4477514,EXACT,SPECIES,Animalia,Insecta,Duvalius,,01992L0043-20130701,Duvalius gebhardti
Duvalius hungaricus,Habitats,IV,FALSE,taxon,4477266,4477266,EXACT,SPECIES,Animalia,Insecta,Duvalius,,01992L0043-20130701,Duvalius hungaricus
Dytiscus latissimus,Habitats,IV,FALSE,taxon,4470292,4470292,EXACT,SPECIES,Animalia,Insecta,Dytiscus,,01992L0043-20130701,Dytiscus latissimus
Eirenis modesta,Habitats,IV,FALSE,taxon,2455751,2455751,VARIANT,SPECIES,Animalia,Squamata,Eirenis,,01992L0043-20130701,Eirenis modesta
Elaphe longissima,Habitats,IV,FALSE,taxon,4820076,2458538,EXACT,SPECIES,Animalia,Squamata,Zamenis,,01992L0043-20130701,Elaphe longissima
Elaphe quatuorlineata,Habitats,IV,FALSE,taxon,9099408,9099408,EXACT,SPECIES,Animalia,Squamata,Elaphe,,01992L0043-20130701,Elaphe quatuorlineata
Elaphe situla,Habitats,IV,FALSE,taxon,8035896,2458374,EXACT,SPECIES,Animalia,Squamata,Zamenis,,01992L0043-20130701,Elaphe situla
Elona quimperiana,Habitats,IV,FALSE,taxon,5782993,5782993,EXACT,SPECIES,Animalia,Gastropoda,Elona,,01992L0043-20130701,Elona quimperiana
Emys orbicularis,Habitats,IV,FALSE,taxon,8909809,8909809,EXACT,SPECIES,Animalia,Testudines,Emys,,01992L0043-20130701,Emys orbicularis
Erannis ankeraria,Habitats,IV,FALSE,taxon,1956627,1956627,EXACT,SPECIES,Animalia,Insecta,Erannis,,01992L0043-20130701,Erannis ankeraria
Erebia calcaria,Habitats,IV,FALSE,taxon,5135314,8233062,VARIANT,SPECIES,Animalia,Insecta,Erebia,,01992L0043-20130701,Erebia calcaria
Erebia christi,Habitats,IV,FALSE,taxon,5134777,5134777,EXACT,SPECIES,Animalia,Insecta,Erebia,,01992L0043-20130701,Erebia christi
Erebia sudetica,Habitats,IV,FALSE,taxon,,,HIGHERRANK,GENUS,Animalia,Insecta,Erebia,,01992L0043-20130701,Erebia sudetica
Eretmochelys imbricata,Habitats,IV,FALSE,taxon,8841716,8841716,EXACT,SPECIES,Animalia,Testudines,Eretmochelys,,01992L0043-20130701,Eretmochelys imbricata
Erinaceus algirus,Habitats,IV,FALSE,taxon,8830426,2437136,EXACT,SPECIES,Animalia,Mammalia,Atelerix,,01992L0043-20130701,Erinaceus algirus
Eriogaster catax,Habitats,IV,FALSE,taxon,4525268,4525268,EXACT,SPECIES,Animalia,Insecta,Eriogaster,,01992L0043-20130701,Eriogaster catax
Eryx jaculus,Habitats,IV,FALSE,taxon,9595248,9595248,EXACT,SPECIES,Animalia,Squamata,Eryx,,01992L0043-20130701,Eryx jaculus
Euphorbia nevadensis,Habitats,IV,FALSE,taxon,3066236,3066236,EXACT,SPECIES,Plantae,Magnoliopsida,Euphorbia,,01992L0043-20130701,Euphorbia nevadensis
Euproctus asper,Habitats,IV,FALSE,taxon,2431825,2431824,EXACT,SPECIES,Animalia,Amphibia,Calotriton,,01992L0043-20130701,Euproctus asper
Euproctus montanus,Habitats,IV,FALSE,taxon,2431940,2431940,EXACT,SPECIES,Animalia,Amphibia,Euproctus,,01992L0043-20130701,Euproctus montanus
Euproctus platycephalus,Habitats,IV,FALSE,taxon,2431941,2431941,EXACT,SPECIES,Animalia,Amphibia,Euproctus,,01992L0043-20130701,Euproctus platycephalus
Fabriciana elisa,Habitats,IV,FALSE,taxon,1911812,8078362,EXACT,SPECIES,Animalia,Insecta,Fabriciana,,01992L0043-20130701,Fabriciana elisa
Felis silvestris,Habitats,IV,FALSE,taxon,7964291,7964291,EXACT,SPECIES,Animalia,Mammalia,Felis,,01992L0043-20130701,Felis silvestris
Fritillaria conica,Habitats,IV,FALSE,taxon,5300841,5300841,EXACT,SPECIES,Plantae,Liliopsida,Fritillaria,,01992L0043-20130701,Fritillaria conica
Fritillaria drenovskii,Habitats,IV,FALSE,taxon,5300375,5300375,EXACT,SPECIES,Plantae,Liliopsida,Fritillaria,,01992L0043-20130701,Fritillaria drenovskii
Fritillaria gussichiae,Habitats,IV,FALSE,taxon,5300376,5300376,EXACT,SPECIES,Plantae,Liliopsida,Fritillaria,,01992L0043-20130701,Fritillaria gussichiae
Fritillaria obliqua,Habitats,IV,FALSE,taxon,5300571,5300571,EXACT,SPECIES,Plantae,Liliopsida,Fritillaria,,01992L0043-20130701,Fritillaria obliqua
Fritillaria rhodocanakis,Habitats,IV,FALSE,taxon,5300607,5300607,EXACT,SPECIES,Plantae,Liliopsida,Fritillaria,,01992L0043-20130701,Fritillaria rhodocanakis
Galemys pyrenaicus,Habitats,IV,FALSE,taxon,5219516,5219516,EXACT,SPECIES,Animalia,Mammalia,Galemys,,01992L0043-20130701,Galemys pyrenaicus
Gallotia atlantica,Habitats,IV,FALSE,taxon,2468656,2468656,EXACT,SPECIES,Animalia,Squamata,Gallotia,,01992L0043-20130701,Gallotia atlantica
Gallotia galloti,Habitats,IV,FALSE,taxon,8682680,8682680,EXACT,SPECIES,Animalia,Squamata,Gallotia,,01992L0043-20130701,Gallotia galloti
Gallotia galloti insulanagae,Habitats,IV,FALSE,taxon,6159132,8682680,EXACT,SUBSPECIES,Animalia,Squamata,Gallotia,,01992L0043-20130701,Gallotia galloti insulanagae
Gallotia simonyi,Habitats,IV,FALSE,taxon,2468673,2468673,EXACT,SPECIES,Animalia,Squamata,Gallotia,,01992L0043-20130701,Gallotia simonyi
Gallotia stehlini,Habitats,IV,FALSE,taxon,2468651,2468651,EXACT,SPECIES,Animalia,Squamata,Gallotia,,01992L0043-20130701,Gallotia stehlini
Geomalacus maculosus,Habitats,IV,FALSE,taxon,4564441,4564441,EXACT,SPECIES,Animalia,Gastropoda,Geomalacus,,01992L0043-20130701,Geomalacus maculosus
Geomitra moniziana,Habitats,IV,FALSE,taxon,5783290,9380838,EXACT,SPECIES,Animalia,Gastropoda,Craspedaria,,01992L0043-20130701,Geomitra moniziana
Gibbula nivosa,Habitats,IV,FALSE,taxon,5724078,9326566,EXACT,SPECIES,Animalia,Gastropoda,Steromphala,,01992L0043-20130701,Gibbula nivosa
Glyphipterix loricatella,Habitats,IV,FALSE,taxon,1829987,1829987,EXACT,SPECIES,Animalia,Insecta,Glyphipterix,,01992L0043-20130701,Glyphipterix loricatella
Gomphus graslinii,Habitats,IV,FALSE,taxon,5051921,5051921,EXACT,SPECIES,Animalia,Insecta,Gomphus,,01992L0043-20130701,Gomphus graslinii
Gortyna borelii lunata,Habitats,IV,FALSE,taxon,6199932,1768308,EXACT,SUBSPECIES,Animalia,Insecta,Gortyna,,01992L0043-20130701,Gortyna borelii lunata
Graphoderus bilineatus,Habitats,IV,FALSE,taxon,4470279,4470279,EXACT,SPECIES,Animalia,Insecta,Graphoderus,,01992L0043-20130701,Graphoderus bilineatus
Gymnocephalus baloni,Habitats,IV,FALSE,taxon,2382142,2382142,EXACT,SPECIES,Animalia,,Gymnocephalus,,01992L0043-20130701,Gymnocephalus baloni
Helichrysum sibthorpii,Habitats,IV,FALSE,taxon,3131630,3131630,EXACT,SPECIES,Plantae,Magnoliopsida,Helichrysum,,01992L0043-20130701,Helichrysum sibthorpii
Hydromantes ambrosii,Habitats,IV,FALSE,taxon,4409479,2431455,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) ambrosii
Hydromantes flavus,Habitats,IV,FALSE,taxon,4409476,2431457,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) flavus
Hydromantes genei,Habitats,IV,FALSE,taxon,9026448,2431672,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) genei
Hydromantes imperialis,Habitats,IV,FALSE,taxon,4409478,2431452,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) imperialis
Hydromantes supramontis,Habitats,IV,FALSE,taxon,4409477,2431451,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) supramontis
Hygromia kovacsi,Habitats,IV,FALSE,taxon,4564571,4564570,EXACT,SPECIES,Animalia,Gastropoda,Kovacsia,,01992L0043-20130701,Hygromia kovacsi
Hyla arborea,Habitats,IV,FALSE,taxon,2427573,2427573,EXACT,SPECIES,Animalia,Amphibia,Hyla,,01992L0043-20130701,Hyla arborea
Hyla meridionalis,Habitats,IV,FALSE,taxon,2427555,2427555,EXACT,SPECIES,Animalia,Amphibia,Hyla,,01992L0043-20130701,Hyla meridionalis
Hyla sarda,Habitats,IV,FALSE,taxon,2427563,2427563,EXACT,SPECIES,Animalia,Amphibia,Hyla,,01992L0043-20130701,Hyla sarda
Hyles hippophaes,Habitats,IV,FALSE,taxon,1862774,1862774,EXACT,SPECIES,Animalia,Insecta,Hyles,,01992L0043-20130701,Hyles hippophaes
Hypodryas maturna,Habitats,IV,FALSE,taxon,1902152,1902152,EXACT,SPECIES,Animalia,Insecta,Hypodryas,,01992L0043-20130701,Hypodryas maturna
Hystrix cristata,Habitats,IV,FALSE,taxon,5219888,5219888,EXACT,SPECIES,Animalia,Mammalia,Hystrix,,01992L0043-20130701,Hystrix cristata
Idiomela subplicata,Habitats,IV,FALSE,taxon,4564225,4564225,EXACT,SPECIES,Animalia,Gastropoda,Idiomela,,01992L0043-20130701,Idiomela (Helix) subplicata
Iris boissieri,Habitats,IV,FALSE,taxon,5298488,5298488,EXACT,SPECIES,Plantae,Liliopsida,Iris,,01992L0043-20130701,Iris boissieri
Iris marisca,Habitats,IV,FALSE,taxon,5298940,5298940,VARIANT,SPECIES,Plantae,Liliopsida,Iris,,01992L0043-20130701,Iris marisca
Isophya costata,Habitats,IV,FALSE,taxon,1684375,1684375,EXACT,SPECIES,Animalia,Insecta,Isophya,,01992L0043-20130701,Isophya costata
Isophya harzi,Habitats,IV,FALSE,taxon,1684370,1684370,EXACT,SPECIES,Animalia,Insecta,Isophya,,01992L0043-20130701,Isophya harzi
Isophya stysi,Habitats,IV,FALSE,taxon,1684312,1684312,EXACT,SPECIES,Animalia,Insecta,Isophya,,01992L0043-20130701,Isophya stysi
Jankaea heldreichii,Habitats,IV,FALSE,taxon,3820087,8088138,EXACT,SPECIES,Plantae,Magnoliopsida,Ramonda,,01992L0043-20130701,Jankaea heldreichii
Lacerta agilis,Habitats,IV,FALSE,taxon,6159223,6159223,EXACT,SPECIES,Animalia,Squamata,Lacerta,,01992L0043-20130701,Lacerta agilis
Lacerta bedriagae,Habitats,IV,FALSE,taxon,2469460,9107061,EXACT,SPECIES,Animalia,Squamata,Archaeolacerta,,01992L0043-20130701,Lacerta bedriagae
Lacerta bonnali,Habitats,IV,FALSE,taxon,7446060,2468525,EXACT,SPECIES,Animalia,Squamata,Iberolacerta,Lacerta monticola,01992L0043-20130701,Lacerta bonnali (Lacerta monticola)
Lacerta danfordi,Habitats,IV,FALSE,taxon,8313085,5789533,EXACT,SPECIES,Animalia,Squamata,Anatololacerta,,01992L0043-20130701,Lacerta danfordi
Lacerta dugesi,Habitats,IV,FALSE,taxon,9219926,2468700,VARIANT,SPECIES,Animalia,Squamata,Teira,,01992L0043-20130701,Lacerta dugesi
Lacerta graeca,Habitats,IV,FALSE,taxon,2469380,5789567,EXACT,SPECIES,Animalia,Squamata,Hellenolacerta,,01992L0043-20130701,Lacerta graeca
Lacerta horvathi,Habitats,IV,FALSE,taxon,8369303,2468506,EXACT,SPECIES,Animalia,Squamata,Iberolacerta,,01992L0043-20130701,Lacerta horvathi
Lacerta monticola,Habitats,IV,FALSE,taxon,8044501,2468511,EXACT,SPECIES,Animalia,Squamata,Iberolacerta,,01992L0043-20130701,Lacerta monticola
Lacerta schreiberi,Habitats,IV,FALSE,taxon,6159196,6159196,EXACT,SPECIES,Animalia,Squamata,Lacerta,,01992L0043-20130701,Lacerta schreiberi
Lacerta trilineata,Habitats,IV,FALSE,taxon,6159197,6159197,EXACT,SPECIES,Animalia,Squamata,Lacerta,,01992L0043-20130701,Lacerta trilineata
Lacerta viridis,Habitats,IV,FALSE,taxon,6159273,6159273,EXACT,SPECIES,Animalia,Squamata,Lacerta,,01992L0043-20130701,Lacerta viridis
Lacerta vivipara pannonica,Habitats,IV,FALSE,taxon,2468558,9702100,EXACT,SUBSPECIES,Animalia,Squamata,Zootoca,,01992L0043-20130701,Lacerta vivipara pannonica
Lampedusa imitatrix,Habitats,IV,FALSE,taxon,8724265,8724265,EXACT,SPECIES,Animalia,Gastropoda,Lampedusa,,01992L0043-20130701,Lampedusa imitatrix
Lampedusa melitensis,Habitats,IV,FALSE,taxon,5783180,5783180,EXACT,SPECIES,Animalia,Gastropoda,Lampedusa,,01992L0043-20130701,Lampedusa melitensis
Leiostyla abbreviata,Habitats,IV,FALSE,taxon,4566639,4566639,EXACT,SPECIES,Animalia,Gastropoda,Leiostyla,,01992L0043-20130701,Leiostyla abbreviata
Leiostyla cassida,Habitats,IV,FALSE,taxon,4566633,4566633,EXACT,SPECIES,Animalia,Gastropoda,Leiostyla,,01992L0043-20130701,Leiostyla cassida
Leiostyla corneocostata,Habitats,IV,FALSE,taxon,4566645,4566645,EXACT,SPECIES,Animalia,Gastropoda,Leiostyla,,01992L0043-20130701,Leiostyla corneocostata
Leiostyla gibba,Habitats,IV,FALSE,taxon,4566576,4566576,EXACT,SPECIES,Animalia,Gastropoda,Leiostyla,,01992L0043-20130701,Leiostyla gibba
Leiostyla lamellosa,Habitats,IV,FALSE,taxon,4566572,4566572,EXACT,SPECIES,Animalia,Gastropoda,Leiostyla,,01992L0043-20130701,Leiostyla lamellosa
Lepidochelys kempii,Habitats,IV,FALSE,taxon,2442165,2442165,EXACT,SPECIES,Animalia,Testudines,Lepidochelys,,01992L0043-20130701,Lepidochelys kempii
